,4_7_IP_S4_L004_R.sf,4_9_IP_S5_L004_R.sf,87_IP_S1_L004_R.sf,90_IP_S2_L004_R.sf,91_IP_S3_L004_R.sf,95_3_IP_S6_L004_R.sf
5_8S_rRNA,NA,NA,NA,NA,NA,NA
5S_rRNA,NA,NA,NA,NA,NA,NA
7SK,NA,NA,NA,NA,NA,NA
MALLP1,NA,NA,NA,NA,NA,NA
MALLP2,NA,NA,NA,NA,NA,NA
MALRD1,1.19878491086365,NA,0.846656504523192,1.33257910952489,0.424307552090919,0.68380013065513
MALSU1,2.68764809712125,1.95967661170314,2.49690025839571,3.42174452083346,2.0861430712347,2.35362992810075
MALT1,0.510558164555364,0.560214480032182,0.534389717774837,0.589684386001195,0.744366338629479,0.546203323798352
MALT1-AS1,3.21867438163512,0.882823400105889,1.25061142603834,Inf,1.93357280369895,1.57179053563896
MAMDC2,0.432736596406093,0.507515823313452,0.474066773644449,NA,0.495377363884357,NA
MAMDC2-AS1,0.717074991485817,0.490649205612386,0.726317479934163,0.658883937359944,0.805681686559131,0.578214749814961
MAMDC4,NA,0.147876444859068,0.147876444859068,NA,0.147876444859068,0.147876444859068
MAML1,0.667185474161487,0.787376135372777,0.749187798317022,0.662402840930455,0.620138219604915,0.724812672197597
MAML2,0.419950793345662,0.421945994855143,0.62271412497224,0.568934978988706,0.577507311809238,NA
MAML3,1.07693831427849,1.01137683106725,1.18079191185656,1.34216422751488,1.1984940998049,1.0044365621568
MAMLD1,1.00719125065355,1.06074813047861,1.05264935191966,1.13838976695655,0.787914391143662,0.87952391216709
MAMSTR,0.832143379380035,0.892478193567057,0.648574768932124,0.665331211999089,0.896280544859096,0.842901086999285
MAN1A1,0.66339464716574,0.66983020454594,0.486401818859308,0.697536222455095,0.568688165990724,0.802315052013033
MAN1A2,0.585003710063185,0.547062133271784,0.621793889024067,0.622223191583772,0.708304581009226,0.518177909249845
MAN1A2P1,0.998333387635707,1.60137263651771,0.584020345973965,1.47108651731112,1.60630242059907,1.67006804635156
MAN1B1,0.708012894845878,0.728807397919148,0.433007553158378,0.703285820878206,0.692971490770103,0.754395391318457
MAN1B1-DT,2.6455495774415,2.87502778519019,1.83408200832865,2.54818861045083,2.43322530000271,2.20309816369023
MAN1C1,0.938977189152944,0.816936397448941,0.813229432220516,1.32149870759127,0.647127419938941,0.80119764554395
MAN2A1,NA,NA,NA,NA,NA,NA
MAN2A1-DT,Inf,NA,1.54393976967272,1.94203862346217,1.96268049468509,1.12270066261565
MAN2A2,NA,NA,NA,NA,NA,NA
MAN2B1,0.723800864075491,0.9441029154991,0.919777971032723,0.551635440132971,0.769432510759256,0.547936499856795
MAN2B2,0.916056864075895,1.01083532850211,0.719870805146139,0.881210992814586,0.917358175328566,0.897494707352744
MAN2C1,NA,0.128373248571725,0.128373248571725,NA,0.128373248571725,0.128373248571725
MANBA,0.443381539486076,0.438963271148907,0.501609356894934,0.48443852588088,0.57889638193173,NA
MANBAL,3.11949316174004,3.01470226853064,2.3854251051412,3.11321662745931,2.51931885768504,3.10816871601204
MANCR,NA,NA,NA,NA,NA,NA
MANEA,0.943004326518145,0.867352691795437,0.518651889615932,0.754567718033748,0.700579311770382,0.884561006839381
MANEA-DT,NA,0.181679052661383,0.181679052661383,NA,0.181679052661383,0.181679052661383
MANEAL,1.80492675249519,1.74839337610499,1.59500898375729,1.9876345564379,1.98320930535062,1.75730742027901
MANEALP1,NA,0.0679716392936256,0.0679716392936256,NA,0.0679716392936256,0.0679716392936256
MANF,1.9922544194438,1.60560318386527,1.07276083717466,1.50823069469219,1.275472509536,1.52591568674726
MANSC1,1.25822705944981,1.11069115151803,1.45347826790068,1.3747030279538,1.36432078760467,1.38694863054058
MANSC4,0.76364782983406,NA,NA,NA,1.99992648632089,NA
MAOA,1.09941034186759,1.08438528828186,1.41495265745993,0.956045312286503,1.54679846337551,0.939020784487693
MAOB,1.25241567886465,1.33000566373509,0.682836475280162,2.03554836628911,1.11777776233641,1.07558325219529
MAP10,0.812272463975106,0.87130151026668,0.848214759691841,1.16120848937026,1.17590783510662,0.94281979276614
MAP1A,NA,NA,0.423364400160616,NA,0.455315375226318,NA
MAP1B,NA,NA,0.47110264826789,NA,0.46705981938412,NA
MAP1LC3A,3.61106053099177,3.94484236086052,3.51664370325722,3.32881265178577,3.59627851848174,3.50935186957699
MAP1LC3B,2.95968792639933,2.69132014717442,3.03736519158134,3.03144491213745,3.52750440850153,2.80358237182977
MAP1LC3B2,1.21926200201255,1.42024490649583,NA,0.763248900675676,0.742503007196257,1.56522753601276
MAP1LC3BP1,NA,NA,NA,NA,NA,NA
MAP1LC3C,3.07953031083381,7.46155448110849,1.27817009542943,1.21949814364302,1.5779030740708,1.88733078641969
MAP1LC3P,NA,NA,NA,NA,NA,NA
MAP1S,0.976377661153075,0.988421125062152,1.24052786625096,0.946750805756201,0.787836774801891,0.795555424407315
MAP2,0.552511354531918,0.534927650686917,0.754440684948465,0.701059087531139,0.768825669993863,0.488989393848806
MAP2K1,1.36760341696284,1.2790646088726,1.0299498215491,1.1603211225012,1.30851253988372,1.51441184037746
MAP2K1P1,NA,NA,NA,NA,NA,NA
MAP2K2,2.61300646958102,2.50346275127462,2.38428554799028,2.44019726408459,2.42338676475227,2.37675091625322
MAP2K3,1.88912455880969,1.89487283320264,1.931906324946,1.64146505344732,1.46452536589404,2.09426110415436
MAP2K4,1.64733156651282,1.70532041538383,1.62547604720596,1.92547055421755,2.12864058296532,1.56443570313595
MAP2K4P1,7.04739251240169,NA,NA,0.764358990019569,1.92718524526102,1.39738267800941
MAP2K5,1.09795962258262,1.31740065698517,1.07323177346935,1.80990602021573,1.90946161426003,1.3507137491991
MAP2K5-DT,2.11145254020573,1.83850489787049,1.72712121425315,2.52070031776556,1.40310490042228,1.41703037924178
MAP2K6,0.775865469297263,0.598359708931525,0.824910984142138,0.726963859752507,0.822416106158604,0.715514296380298
MAP2K7,1.07650514711981,1.08532898898499,1.10029760887734,0.981580422196442,1.06022732449313,1.01368855964351
MAP3K1,0.760346692507559,0.711147015897369,0.744425385840549,0.703452435908854,0.853162983573334,0.790797762343279
MAP3K10,1.68960273848167,1.71915600237823,1.40007133050429,1.60644313814446,1.73924500161339,1.55890044649353
MAP3K11,1.10447184746773,1.19062495636099,1.00593783265072,0.849232852130319,0.762448664316113,1.14065349724398
MAP3K12,0.551635440132971,0.511142987787423,0.446639743278103,0.607430414877859,0.482352870362669,0.422981984905499
MAP3K13,0.639396960063031,0.612379421587194,1.21041744247191,0.881761140223812,0.863449842321391,0.59095289424875
MAP3K14,1.40593004481834,1.50657367844022,1.12999686239684,1.12483507004145,1.05792294249326,1.40301643634992
MAP3K14-AS1,2.14954496676653,1.61114075675179,1.59694635837671,2.24177884393189,2.05262860659891,2.25431877197711
MAP3K15,1.32709743263681,1.7479696097761,1.73673780107426,1.31497497358623,1.53880896510061,1.34825140134737
MAP3K19,NA,NA,1.06506952647508,NA,NA,NA
MAP3K2,0.675206165407087,0.635840360715401,0.854124262632958,0.686088481604229,0.722130415685599,0.618653360201465
MAP3K2-DT,1.90522147248969,4.92056360180666,1.18116707066305,1.57655151680223,1.5292449956803,2.70727486988532
MAP3K20,0.788485218266874,0.598635993806385,0.655520082230556,0.607628202202472,0.489513340723215,0.773690236443169
MAP3K20-AS1,0.962285695467385,NA,1.82558427110658,1.51257475006798,Inf,Inf
MAP3K21,0.825871541860724,0.819159081426086,1.08037890501304,0.934110901983131,0.984792699590993,0.91697084427488
MAP3K3,1.2433225760754,1.07480602755854,0.864152177406936,1.0435804217564,1.2385597787168,1.23381263098643
MAP3K4,NA,0.229209381243279,0.229209381243279,0.40926538021199,0.420569345709446,0.229209381243279
MAP3K4-AS1,3.26433965797691,2.4216010797098,2.0600955998957,2.56659640183458,1.85372579931124,2.47357937369232
MAP3K5,0.694344764616248,0.666170143716417,0.972030316683588,0.740051423668996,1.15978097632989,0.603188610471032
MAP3K5-AS1,NA,NA,NA,NA,NA,NA
MAP3K5-AS2,NA,NA,NA,NA,NA,NA
MAP3K6,0.539360952897397,0.650040976580329,1.01667886647316,0.493425000892608,0.930973226616084,0.910399173960022
MAP3K7,0.623068595354977,0.553933132752059,0.655095584899237,0.694504213440834,0.749405902381917,0.53707672175737
MAP3K7CL,1.00191241195356,1.66691941190943,6.07024476205536,1.89671866202822,0.781384248118549,0.461285400685984
MAP3K8,0.894336261319124,0.979767634666548,1.08062669465391,0.818795362112719,0.4347301997212,0.855585767334427
MAP3K9,0.868269151290943,0.972837800707469,1.07847068069707,0.982610282003393,1.1321258389219,0.857007808628832
MAP3K9-DT,2.75615680412788,2.47283924093983,2.559943106784,5.26542247880583,5.42362304455148,2.63962750634071
MAP4,2.19171579483334,2.18887683385713,1.99532232896787,2.34826925137252,2.44019726408459,2.14706499416866
MAP4K1,2.15485267336742,2.24146953396158,1.06101208517808,0.80396258173824,3.0040154334621,1.53989318621978
MAP4K1-AS1,0.915197721753427,1.39507288789571,1.25853249976798,NA,NA,3.31493706577903
MAP4K2,1.48486753445156,1.25138029640388,1.15211204513572,0.79248375733765,1.02657297057222,1.13767651041894
MAP4K3,0.59882882377624,0.592796884035364,0.620313017530869,0.741807745319903,0.940829902234935,0.598041063116236
MAP4K3-DT,1.01953194616041,0.749812469259153,0.796492273106564,0.873131498066145,1.01422959669045,0.635008906828502
MAP4K4,0.630262659157682,0.577042048225224,0.718183984694998,0.786961058734869,0.782805735768021,0.55469190774414
MAP4K5,0.450935312989843,0.41448720844594,0.46705981938412,0.663899591733829,0.68437749640887,0.463102973876343
MAP6,1.35076252901394,1.37448983611485,1.53476668770856,1.37981178379931,1.66096681495126,1.20309497643194
MAP6D1,2.64115321840194,2.47414985854089,2.0661576021097,1.60326345402315,1.93917322755663,2.26533036341275
MAP7,0.582410665017207,0.54432534634815,0.971694603170914,0.588071765611319,0.651810272903969,0.479540685216903
MAP7-AS1,Inf,NA,0.790955213985434,1.11945632693245,1.48698900131429,Inf
MAP7D1,1.29627215627065,1.32695129375628,1.3806405141827,0.963082488778417,0.946123440846218,1.19597932202559
MAP7D2,0.924735706481934,0.860184203351089,1.46452536589404,1.05771841286059,1.23613341883254,0.802463951869073
MAP7D3,0.492098549506076,NA,0.689426372884949,0.484923475678929,0.605480736928998,0.487510372568749
MAP9,0.744531618359152,0.85614627250579,0.826909590228414,0.783868331656652,1.13592728991539,0.772161225546029
MAP9-AS1,NA,NA,NA,NA,NA,NA
MAPK1,1.25144482025565,1.23597408275466,1.31684695320598,1.13915814475587,1.08785859978567,1.16860975003249
MAPK10,1.67796831214616,1.94810411753567,1.66677764353558,1.76982926299103,2.04631935824174,1.65588790750898
MAPK10-AS1,NA,NA,NA,NA,NA,NA
MAPK11,0.79406318705344,0.87261809314709,0.558353978407379,0.689099450943975,0.707501545936726,0.833316206212334
MAPK12,0.422068190426556,0.431053663081586,NA,NA,NA,NA
MAPK13,0.59618747465418,0.53548197633796,NA,0.789672549843008,0.922485147885145,0.575833057138944
MAPK14,0.706634681193361,0.792143217823889,0.89179665500902,0.832143379380035,0.784629499664192,0.818011418817868
MAPK15,NA,0.0984341783241622,0.0984341783241622,NA,0.0984341783241622,0.0984341783241622
MAPK1IP1L,0.568252934355641,0.583936979018806,0.772396476458587,0.859694820686442,0.560356352514521,0.53509134218019
MAPK3,2.08261902073174,1.82627590784998,2.09844025063051,3.18222030374699,2.06553425804288,1.74590573294156
MAPK4,1.54686502933199,1.52545105920833,1.56854857478663,1.6976523929491,1.79426608748392,1.57057732196773
MAPK6,1.64286084763569,1.5179786715954,1.94015587080916,2.129094620148,2.47429186191495,1.72192378050341
MAPK6-DT,1.8680957998383,1.54278218440791,0.897281000192399,0.870414373634808,0.951093250246651,6.48146948423161
MAPK6P1,NA,NA,NA,Inf,NA,NA
MAPK6P2,NA,NA,NA,Inf,NA,NA
MAPK6P3,NA,NA,NA,NA,NA,NA
MAPK6P4,NA,NA,NA,NA,NA,Inf
MAPK6P5,NA,NA,NA,NA,NA,NA
MAPK6P6,NA,NA,Inf,1.10285004828267,NA,NA
MAPK7,1.38264909071502,1.33118035416119,1.24336629849127,1.52449822629616,1.29041146337587,1.50096766990573
MAPK8,1.32035496440508,1.51813215484371,1.65235373928156,1.68084988985804,1.77655145668667,1.5779030740708
MAPK8IP1,1.98918791123796,1.89102400525399,2.19501724424886,1.85746228994057,1.93538030121346,1.70352349257459
MAPK8IP1P1,0.953198464370202,Inf,NA,Inf,NA,Inf
MAPK8IP1P2,NA,NA,NA,NA,Inf,NA
MAPK8IP2,0.590721267371552,0.621028185613281,0.647035400645866,0.442802508708268,3.24031679800353,0.586086133375655
MAPK8IP3,NA,NA,NA,NA,NA,NA
MAPK8IP3-AS1,NA,NA,NA,NA,NA,NA
MAPK9,1.39661421242233,1.44116828948261,1.41831124855049,1.49404498817021,1.5936703895025,1.40633506872139
MAPKAP1,2.11840707027834,2.53786116542195,1.97243009833673,2.06440079718737,1.90921365857067,2.78703854537526
MAPKAPK2,1.92906792882752,1.786648417978,1.89817893624947,1.6847841767322,1.79332639135589,1.79807073238257
MAPKAPK3,1.73370254965806,1.931906324946,1.81598159244342,1.5032140833078,0.849232852130319,2.22236406765619
MAPKAPK5,1.41871172495593,1.16358556267237,1.25909489455579,1.28677652016581,1.48710688354165,1.33655513448695
MAPKAPK5-AS1,3.7416700146502,3.12804533613347,2.97822790549798,3.83298849566331,3.58336426498605,3.63551983516411
MAPKAPK5P1,NA,NA,NA,NA,NA,NA
MAPKBP1,NA,0.205453705789511,0.205453705789511,NA,0.205453705789511,0.205453705789511
MAPRE1,1.1361434360235,1.12149485720858,1.24394608803341,1.18383850705365,1.21949814364302,1.06122620930597
MAPRE1P1,NA,NA,NA,NA,NA,NA
MAPRE1P2,NA,NA,NA,NA,NA,NA
MAPRE1P3,NA,0.0937987035455376,0.0937987035455376,NA,0.0937987035455376,0.0937987035455376
MAPRE2,1.16312520140734,1.07769305406992,1.85533933327912,1.4350035317663,1.30210407282314,1.06067902408886
MAPRE3,1.41414352626973,1.31557860529597,1.69289781628027,1.66829123063633,1.78001754614653,1.30019339998943
MAPRE3-AS1,NA,0.110340861189015,0.110340861189015,NA,0.110340861189015,0.110340861189015
MAPT,1.08513725386252,1.03630868490973,1.66502338408649,1.21434285181135,1.30594302701325,0.964452383932244
MAPT-AS1,1.48136549528489,2.37399020436281,2.79740736656115,2.44581192410748,3.51664370325722,1.50980203501189
MAPT-IT1,0.583884861463736,0.500022322084861,0.449029819480656,0.453536555691148,0.528332000839885,0.499289501397775
MARCHF1,1.49922218623415,1.48872476814466,1.625826059729,1.95681815897736,2.37754068883212,1.4402658959192
MARCHF10,2.32665712661472,7.36645645744286,2.45881481020729,2.79925675192485,2.085294689338,2.27315173573582
MARCHF10-DT,NA,0.10613092262926,NA,NA,0.10613092262926,0.10613092262926
MARCHF11,2.11429978764427,3.46127494285934,3.87933967649131,2.08158082135563,1.57157515880459,2.77936391786313
MARCHF11-AS1,NA,NA,NA,NA,NA,NA
MARCHF11-DT,1.94930610537697,1.18693834482274,2.80930475486113,1.60460233670488,3.69924199572352,1.18883215398871
MARCHF2,3.38630396424035,3.67235088647975,2.61680190771538,3.32741625111985,2.69925126379973,2.88412948907666
MARCHF3,1.93264597908702,3.12585238386635,1.67814301830973,4.96255174192264,2.40262842222335,2.29443143962709
MARCHF4,1.49318382303243,1.47597230744685,2.12483583374679,1.70337566466889,1.72292178858371,1.44472103159232
MARCHF5,1.15523509632732,1.13419349226343,0.970391411057454,0.909039659140798,1.25735017747028,1.10693513914574
MARCHF6,0.568162601078568,0.547980674760788,NA,0.548473346398467,0.536906837543543,0.470408246233755
MARCHF6-DT,3.03328751041276,3.25569035097764,1.66147526389645,2.60673651951974,1.77408002628912,1.84104651699071
MARCHF7,1.14027897520233,0.994373985383418,1.12175734495508,1.29096256165802,1.33242696079809,1.09232294880353
MARCHF8,1.12710016376825,1.29048367693334,1.13813456583865,1.31102177433653,1.34288302316672,1.27599446798006
MARCHF9,2.08759220241912,2.04868842766007,1.40370113004005,1.93264597908702,1.8176531019448,1.931906324946
MARCKS,1.14853840209335,1.15472548834852,0.947261180900957,1.00676402500801,1.1257315048409,1.12244876553736
MARCKSL1,2.68315303245684,2.4380467200059,2.71317372928172,2.95289698626784,2.7658822960026,2.58144371260672
MARCKSL1P1,NA,NA,NA,NA,NA,NA
MARCKSL1P2,1.55881691812959,0.0859200529092751,0.0859200529092751,0,0.0859200529092751,0.0859200529092751
MARCO,NA,NA,NA,NA,NA,NA
MARCOL,NA,NA,NA,NA,NA,NA
MARF1,0.598967842955175,0.68437749640887,0.733838037560628,0.82951391834668,0.690650709491427,0.700272496595219
MARK1,1.04224650581014,1.06594715608024,1.05577245444799,1.35812435294429,1.49968631895265,1.08246561626297
MARK2,1.21797682600738,1.20914954815254,1.33640189755339,1.32474886509924,1.30816768806946,1.11499553246884
MARK2P10,NA,NA,NA,NA,NA,NA
MARK2P11,NA,NA,NA,NA,NA,NA
MARK2P12,NA,NA,NA,NA,NA,NA
MARK2P13,NA,NA,NA,NA,NA,NA
MARK2P14,NA,NA,NA,NA,NA,NA
MARK2P15,NA,NA,NA,NA,NA,NA
MARK2P16,NA,NA,NA,NA,NA,NA
MARK2P17,NA,NA,NA,NA,NA,NA
MARK2P18,NA,NA,NA,NA,NA,0.0720703317539875
MARK2P19,0.527881498347351,NA,NA,0.594289341009099,NA,NA
MARK2P3,NA,0.193132895940119,0.193132895940119,NA,0.193132895940119,0.193132895940119
MARK2P4,NA,NA,NA,NA,NA,NA
MARK2P5,NA,NA,NA,NA,NA,NA
MARK2P6,NA,NA,NA,NA,NA,NA
MARK2P8,NA,NA,NA,NA,NA,NA
MARK2P9,NA,NA,NA,NA,NA,Inf
MARK3,1.02865575177308,0.946334124034693,1.06249933512439,1.03960955460987,1.00224321677087,0.936903496051994
MARK3P1,NA,NA,NA,NA,NA,NA
MARK3P3,NA,NA,NA,NA,NA,NA
MARK4,2.39163928285476,2.20001111452967,2.57898000444479,2.53722460780507,2.60526564282308,2.3151182125895
MARS1,0.896543611324689,0.595290052532673,0.674872895171536,0.575023195960259,0.507838064043841,0.717883594868
MARS2,0.786212992676557,0.901363579703693,0.673372821357682,0.988747838735109,0.792671261878252,0.770523988645262
MARVELD1,1.32662418664561,1.35941514830237,0.937298741355086,1.05835264246009,0.933613387385623,1.83462588976035
MARVELD2,0.507213693549465,NA,0.580154355205394,0.900698567426209,0.539966379082709,0.766374706164547
MARVELD3,1.0188450412933,0.677681775621519,NA,Inf,0.770859592262729,0.519862591543301
MAS1,NA,NA,NA,NA,NA,NA
MAS1L,NA,NA,NA,NA,NA,NA
MAS1LP1,NA,NA,NA,NA,NA,NA
MASP1,1.46496391690995,1.26622947786621,0.679970920134736,1.17406316150304,0.647173886481461,0.762448664316113
MASP2,6.91454858454486,0.448253362647326,NA,NA,0.648489917931365,NA
MAST1,0.777715630330693,0.792036542859329,0.780980919145908,0.761454015775419,0.712432952704001,0.744304018178315
MAST2,0.710167096125363,0.707788741063204,0.73814288417695,0.776045075382863,0.79443471242242,0.740246736792369
MAST3,0.897840714209121,1.04152260262297,1.01767790589859,0.955562600137414,0.968705808419951,0.942316431094036
MAST3-AS1,NA,NA,NA,NA,NA,NA
MAST4,0.472774343622111,0.581443081149052,0.750057873897294,0.685752465499596,0.698475598478074,0.48598012782635
MAST4-AS1,5.09505941783324,NA,NA,NA,0.613954009494236,1.0270152155892
MAST4-IT1,NA,NA,0.124449771916213,NA,0.124449771916213,0.124449771916213
MASTL,0.997706094134049,1.19925488921869,0.742631800783742,0.854308136265195,0.806069037452448,1.12739060838516
MAT1A,1.46767552715819,2.20075290802852,NA,1.28616121760426,0.508859972492862,0.805799228654091
MAT2A,NA,0.18527056613955,0.18527056613955,NA,0.18527056613955,0.18527056613955
MAT2AP1,NA,NA,NA,NA,NA,NA
MAT2B,1.30636543824633,1.53721869479372,1.34904248295584,1.23812354735811,1.10129119387875,1.40282951130425
MATCAP1,1.05619587589759,1.12877443105241,0.629225357780928,0.872358994349801,0.977585866684199,1.05757428868339
MATCAP2,1.68162714213348,1.44846062054415,1.50227913709235,1.78901701204753,1.8772503528073,1.51338817603801
MATK,2.69670083620102,2.78374664517344,3.67915582768823,2.3904512391651,2.38633722492223,2.60571018069265
MATN1,0.989844006972233,1.04412721631064,1.19048636469924,1.22760922624977,0.477544886028864,1.05449777950206
MATN1-AS1,0.989557119751694,0.652793337502831,NA,NA,0.87844213039926,1.37699914857204
MATN2,0.666445366105711,1.66147526389645,NA,0.818733417686783,0.330775396503026,2.15530065553945
MATN3,0.781842072227164,1.01949616035789,0.699633277049296,0.738537266775116,0.772209204209371,0.553054336009426
MATN4,0.959686342110651,1.1870243163402,NA,0.440146256595555,Inf,1.77575971330258
MATR3,1.05226408583612,0.968222462761682,1.1242369602714,1.02285024581758,1.2357034611839,0.921192830507561
MATR3P1,NA,NA,NA,NA,NA,NA
MATR3P2,NA,NA,NA,NA,NA,NA
MATR3P3,NA,Inf,NA,NA,NA,NA
MAU2,0.530034345993386,0.591896319795822,NA,0.452665001355348,0.468311373620574,0.442551810277139
MAVS,0.453192806122795,0.479818473041565,0.482352870362669,0.447512636149165,0.487863968307679,0.419528154583564
MAX,1.63680104595337,1.35655718344598,1.93301612817622,2.35799880303271,2.08686766973193,1.55615614431807
MAZ,3.11800296436866,2.82558608782413,2.84410927323972,2.92531465465144,2.42064893153244,2.63493629598611
MB,Inf,Inf,NA,NA,0.464128363599179,Inf
MB21D2,1.37204992079941,1.4118072400728,1.69314718568136,1.52341977988635,1.70774355441889,1.16232790025746
MBD1,0.617848409035111,0.623222877618928,0.740554933885503,0.858364842815676,0.831988368227205,0.673320677306952
MBD2,1.54947749166062,1.70576923302562,2.43256953441943,1.57292728976977,1.48373032841217,1.56868430585184
MBD3,2.19923166379892,2.40547649609267,1.33620169070269,1.25909489455579,1.09813679336744,1.83594291311408
MBD3L1,NA,NA,NA,NA,NA,NA
MBD3L2,NA,NA,NA,NA,NA,NA
MBD3L2B,NA,NA,NA,NA,NA,NA
MBD3L3,NA,NA,NA,NA,NA,NA
MBD3L4,NA,NA,NA,NA,NA,NA
MBD3L5,NA,NA,NA,NA,NA,NA
MBD4,1.44625256759591,1.450698004904,1.08438528828186,1.41502763646943,1.39206773405175,1.55570537208017
MBD5,0.869521574087281,0.766588967577624,1.03862203009218,0.744209405600774,0.663126532487887,0.556819346459109
MBD6,0.66655384169511,1.05969530528395,1.17161550545091,0.800403102679814,0.750776139723094,0.81540543797547
MBIP,1.23558358685579,0.965210508950795,1.40781323067755,1.25028198385211,1.69540324866614,1.07973038869839
MBL1P,NA,0.147773694237408,0.147773694237408,NA,0.147773694237408,0.147773694237408
MBL2,NA,Inf,NA,NA,NA,NA
MBL3P,0.546900678108225,1.11142486391313,4.33101193653897,0.901000094447264,0.661367893758687,3.34000142148906
MBLAC1,0.86489538964035,0.760006501845104,0.703180403706335,0.9097140850328,0.688813549111666,1.16806531197981
MBLAC2,0.851634905725129,0.700333848718417,0.823763661926704,1.14012087069315,1.12532773076174,0.765395842212716
MBNL1,0.620538728205019,0.62862182004621,0.92990709653095,0.699198236102063,0.640565401421728,0.521151644792969
MBNL1-AS1,2.0450363735054,2.15579413436738,1.42625714035756,0.928761722972717,1.15539283739602,1.57481006342516
MBNL2,0.799348284190102,0.867395952196914,1.22564349074276,0.914988796519158,0.728306907776587,0.816197605608714
MBNL3,1.59116127451005,0.476112001812178,0.649921097447194,0.943189853921225,0.513494441510733,NA
MBOAT1,0.793335959519889,0.690564408529074,0.618243445816472,0.554406312575461,NA,NA
MBOAT2,0.597837329304424,0.565610881339626,0.602162364222209,0.510075301812735,0.566946837877636,0.475566465276757
MBOAT4,NA,NA,NA,NA,NA,NA
MBOAT7,0.941933121685165,0.893195458122886,1.14967783084461,1.13592728991539,1.01052684755756,0.978962735717471
MBP,1.74252180913908,1.62065164590589,2.69132014717442,2.74732466098432,2.54500135012022,1.68582536997467
MBTD1,0.595225734194933,0.523793060742394,0.626704243930291,0.750776139723094,0.892478193567057,0.62932740963438
MBTPS1,0.812176734028263,0.739839137702554,0.437505053642095,0.873426486923059,0.875224156077864,0.779734865811192
MBTPS1-DT,1.81607981818641,1.53110687012164,1.40867784072231,1.65152445305505,2.28999914103172,1.2102188459026
MBTPS2,0.647173886481461,0.614751260344653,0.553226642186318,0.78529658247294,0.634257328518259,0.612946383573601
MC1R,NA,0.256878864915784,0.256878864915784,NA,0.256878864915784,0.256878864915784
MC2R,NA,NA,NA,NA,NA,NA
MC3R,NA,NA,NA,Inf,NA,NA
MC4R,1.61387901240278,2.00134842033736,1.76046297029771,2.42850974142692,2.33429104026519,2.08158082135563
MC5R,Inf,NA,NA,3.62924332797178,NA,Inf
MCAM,0.656693489534493,0.689521934332063,0.427450961993007,0.450825139669726,0.559306983975815,0.789353970784809
MCAT,1.78511979940851,1.58075583586097,1.6318484072995,1.74661235206302,1.90000378678787,1.73539221150088
MCC,0.716132951601463,0.679460251949958,0.970222555179873,0.651970598480168,0.891725956110016,0.517667553205795
MCCC1,1.17135408463503,0.967744095743111,1.06850855033417,1.41414352626973,1.40560334050834,1.0924175474699
MCCC1-AS1,NA,NA,NA,NA,Inf,NA
MCCC2,0.737307755352811,0.662235466333168,0.582240497722528,0.466839489813266,0.595623347928957,0.467720692271568
MCCD1,NA,NA,NA,NA,NA,NA
MCCD1P1,NA,NA,NA,NA,NA,NA
MCCD1P2,NA,NA,NA,NA,NA,NA
MCEE,1.81930626754734,2.0748025653212,1.28633797767841,1.95564777409384,1.55204565122971,1.82906410412772
MCEMP1,NA,NA,Inf,NA,Inf,NA
MCF2,0.54409169281198,0.577430840023678,0.5706477392685,1.10648466508177,1.1372341882478,0.459767441961557
MCF2L,0.504748011667545,0.554924816996626,0.456074944927501,0.537281393976676,0.799525409785783,0.492624270486556
MCF2L-AS1,1.31601227215806,1.68197396491227,1.88419369765098,2.68764809712125,2.36301450507405,1.43567781715915
MCF2L2,0.545720845409423,0.556506583512089,0.711742793101754,0.690879755511872,0.778892909451366,0.465020925869846
MCF2L2P1,NA,NA,NA,NA,NA,NA
MCFD2,1.45777574585473,1.54203945141805,1.22101068121782,1.69426081979005,1.59482647278184,1.54986394331402
MCFD2P1,NA,0.0753309516288827,NA,NA,0.0753309516288827,0.0753309516288827
MCHR1,3.01921372491383,2.04675420481681,1.61056866212267,1.67584501086419,3.53212635575223,1.4986408111783
MCHR2,1.90500757806881,NA,NA,Inf,NA,NA
MCHR2-AS1,NA,NA,NA,NA,NA,NA
MCIDAS,NA,NA,1.25338448088285,0.474899300129473,0.506217492678138,Inf
MCL1,1.33839750763719,1.42615253856355,1.08683281285238,1.04055968792143,1.14528556014173,1.2790646088726
MCM10,0.462534950216021,0.418465588492537,0.434257061546684,0.413759603361555,0.752689721184096,NA
MCM2,0.495428630075418,0.848417661253498,0.545720845409423,NA,NA,0.761158207238803
MCM3,0.542572025606348,0.708213585378045,0.465830554790837,NA,0.416212254110103,0.666316763260958
MCM3AP,0.440417085138456,0.523633734976679,NA,NA,0.406066135971191,NA
MCM3AP-AS1,0.657403548555797,0.619242974547147,0.578681900157083,0.779220379764849,0.824708548475006,0.743180089643461
MCM4,0.415629937143558,0.609100378028754,NA,0.416212254110103,NA,0.484219295509044
MCM5,0.726003349007472,0.582169804513897,0.551635440132971,NA,NA,NA
MCM6,0.666055635119363,0.798469770868228,0.666841629775321,0.434949358278615,0.47800823435993,0.683015367410147
MCM7,1.26713204585143,1.01638840111504,0.957336850132143,0.663598813830806,0.604128521792967,1.36663548995602
MCM8,0.653374557490847,0.559678749609369,0.636740352341598,0.728651653224329,0.732882185339453,0.624975399989524
